uxi0	0	82	89	100	58
adm0	0	82	92	100	80
pbx0	0	81	86	100	57
pbx1	0	84	92	100	80
uka0	0	92	100	100	96
pbx2	61	88	92	100	92
usr0	13	82	100	100	86
upf0	30	79	84	100	84
upf1	0	77	92	100	78
spf0	0	58	76	100	23
pwn0	0	55	58	100	87
gfo0	0	73	84	100	73
gtf0	0	58	78	100	93
